,Name,Rating,Reviews,Type,Head Quarter,Old,Employees
2767,MIOT INTERNATION...,4.1,(188 Reviews),"Chennai,Tamil Nadu + 6 more",23 years old,501-1k Employees (India),
2768,Buzzworks Busine...,4.0,(187 Reviews),Private,"Chennai,Tamil Nadu + 33 more",23 years old,501-1k Employees (India)
2769,Madhu Jayanti In...,4.1,(187 Reviews),Public,"Kolkata,West Bengal + 27 more",80 years old,201-500 Employees (India)
2770,Focus Energy,3.4,(187 Reviews),Private,"Gurgaon/Gurugram,Haryana + 8 more",36 years old,501-1k Employees (India)
2771,RA Chem Pharma,4.1,(187 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 8 more",26 years old,1k-5k Employees (India)
2772,Weddingz.in,3.2,(187 Reviews),Private,"Mumbai,Maharashtra + 27 more",7 years old,501-1k Employees (India)
2773,PCS Technology,3.8,(187 Reviews),Public,"Pune,Maharashtra + 45 more",41 years old,1k-5k Employees (India)
2774,Magic Software,3.7,(187 Reviews),Private,"Or Yehuda,Tel Aviv + 2 more",39 years old,201-500 Employees (India)
2775,Fossil Group,3.9,(187 Reviews),Private,"Richardson,Texas + 22 more",38 years old,501-1k Employees (India)
2776,Simpa Energy,4.2,(187 Reviews),"Bangalore,Karnataka + 28 more",12 years old,51-200 Employees (India),
2777,myGate,3.4,(187 Reviews),Private,"Bangalore,Karnataka + 16 more",6 years old,1k-5k Employees (India)
2778,DBOI Global Serv...,4.4,(187 Reviews),Private,"Mumbai,Maharashtra + 5 more",42 years old,51-200 Employees (India)
2779,Systems Plus,4.6,(186 Reviews),Private,"Dallas,Texas + 5 more",35 years old,201-500 Employees (India)
2780,Zen3 Info Soluti...,3.9,(186 Reviews),Private,"Redmond,Washington + 3 more",19 years old,1k-5k Employees (India)
2781,Ozone Overseas,3.4,(186 Reviews),Private,"Delhi/NCR,Delhi + 21 more",22 years old,51-200 Employees (India)
2782,Orcapod Consulti...,3.3,(186 Reviews),Private,"Mumbai,Maharashtra + 13 more",12 years old,501-1k Employees (India)
2783,Brg Iron And Ste...,3.7,(186 Reviews),Private,"Kolkata,West Bengal + 7 more",20 years old,51-200 Employees (India)
2784,Rosenberger Elec...,4.1,(186 Reviews),Private,Tittmoning + 23 more,64 years old,501-1k Employees (India)
2785,Excitel Broadban...,3.8,(186 Reviews),Private,"Delhi,NCT + 19 more",7 years old,1k-5k Employees (India)
2786,Shyam Sel & Powe...,4.1,(186 Reviews),Public,"Kolkata,West Bengal + 15 more",31 years old,5k-10k Employees (India)
2787,Stellar Value Ch...,3.6,(186 Reviews),Private,"Mumbai,Maharashtra + 25 more",6 years old,1k-5k Employees (India)
2788,Sundaram Busines...,3.5,(186 Reviews),Private,Chennai + 6 more,21 years old,501-1k Employees (India)
2789,Ozone Overseas,3.4,(186 Reviews),Private,"Delhi/NCR,Delhi + 21 more",22 years old,51-200 Employees (India)
2790,Zen3 Info Soluti...,3.9,(186 Reviews),Private,"Redmond,Washington + 3 more",19 years old,1k-5k Employees (India)
2791,Accion Labs,4.0,(186 Reviews),Private,"Bridgeville,Pennsylvania + 8 more",11 years old,1k-5k Employees (India)
2792,Moglix,3.7,(185 Reviews),Private,"Singapore,Singapore + 22 more",7 years old,501-1k Employees (India)
2793,Wallace Pharmace...,3.7,(185 Reviews),Private,"Panaji/Panjim,Goa + 30 more",54 years old,1k-5k Employees (India)
2794,Grab A Grub Serv...,4.2,(185 Reviews),Private,Mumbai + 50 more,9 years old,51-200 Employees (India)
2795,Sequential Techn...,3.9,(185 Reviews),Private,Windermere + 4 more,6 years old,501-1k Employees (India)
2796,Rama Medical Col...,4.0,(185 Reviews),Hapur + 11 more,11 years old,1k-5k Employees (India),
2797,Faasos Food Serv...,3.8,(185 Reviews),Private,"Pune,Maharashtra + 15 more",12 years old,1k-5k Employees (India)
2798,Arena Animation,3.9,(185 Reviews),Private,Mumbai + 47 more,26 years old,11-50 Employees (India)
2799,Arabian Industri...,4.2,(185 Reviews),Private,Muscat + 7 more,31 years old,51-200 Employees (India)
2800,Allahabad Bank,4.1,(185 Reviews),Private,"Chennai,Tamil Nadu + 49 more",157 years old,10k-50k Employees (India)
2801,Indian Institute...,4.3,(185 Reviews),Private,"Gandhinagar,Gujarat + 23 more",14 years old,501-1k Employees (India)
2802,Popular Vehicles...,4.1,(185 Reviews),Private,"Ernakulam,Kerala + 18 more",83 years old,1k-5k Employees (India)
2803,Delphi Automotiv...,4.1,(185 Reviews),Public,Dublin + 15 more,28 years old,51-200 Employees (India)
2804,DealShare,3.4,(185 Reviews),Private,"Jaipur,Rajasthan + 30 more",4 years old,201-500 Employees (India)
2805,Servion Global S...,3.9,(185 Reviews),Private,New Jersey + 11 more,27 years old,1k-5k Employees (India)
2806,CallHealth,3.7,(184 Reviews),Private,"Hyderabad,Telangana + 13 more",9 years old,51-200 Employees (India)
2807,Khimji Ramdas,4.0,(184 Reviews),Private,Muscat + 20 more,152 years old,201-500 Employees (India)
2808,Signode,4.1,(184 Reviews),Private,"Glenview,Illinois + 26 more",109 years old,501-1k Employees (India)
2809,TRL Krosaki Refr...,3.8,(184 Reviews),Public,"Jharsuguda,Odisha + 16 more",64 years old,1k-5k Employees (India)
2810,Vem Technologies,4.0,(184 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",29 years old,1k-5k Employees (India)
2811,OnePlus,4.1,(184 Reviews),Public,"Shenzhen,Guangdong + 35 more",9 years old,1k-5k Employees (India)
2812,Coolberg Beverag...,3.6,(184 Reviews),Private,"Mumbai,Maharashtra + 25 more",6 years old,201-500 Employees (India)
2813,Sgs Tekniks Manu...,3.9,(184 Reviews),Private,Gurgaon + 7 more,32 years old,201-500 Employees (India)
2814,Kellton Tech Sol...,3.4,(184 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 7 more",29 years old,1k-5k Employees (India)
2815,Danone Nutricia,3.5,(184 Reviews),Private,Barcelona + 40 more,126 years old,51-200 Employees (India)
2816,Offshoot Agency,3.6,(184 Reviews),Private,Noida + 10 more,20 years old,501-1k Employees (India)
2817,Veeda Clinical R...,4.4,(184 Reviews),Private,"Ahmedabad,Gujarat + 3 more",18 years old,501-1k Employees (India)
2818,Aptus Value Hous...,4.3,(184 Reviews),Private,"Chennai,Tamil Nadu + 77 more",13 years old,1k-5k Employees (India)
2819,Kellton Tech Sol...,3.4,(184 Reviews),Public,"Hyderabad/Secunderabad,Telangana + 7 more",29 years old,1k-5k Employees (India)
2820,OnePlus,4.1,(184 Reviews),Public,"Shenzhen,Guangdong + 35 more",9 years old,1k-5k Employees (India)
2821,Expleo Solutions,4.0,(184 Reviews),Chennai + 6 more,1k-5k Employees (India),,
2822,Jio Platforms,4.0,(184 Reviews),Navi Mumbai + 19 more,10k-50k Employees (India),,
2823,Vem Technologies,4.0,(184 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 1 more",29 years old,1k-5k Employees (India)
2824,Škoda Auto India,4.2,(184 Reviews),Private,"Aurangabad,Maharashtra + 31 more",21 years old,1k-5k Employees (India)
2825,Associated Road ...,4.1,(184 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 44 more",50 years old,1k-5k Employees (India)
2826,Onkar Infotech,4.3,(184 Reviews),Private,"Gurgaon/Gurugram,Haryana",22 years old,201-500 Employees (India)
2827,ARMSOFTECH.AIR,3.7,(184 Reviews),"Chennai,Tamil Nadu + 9 more",5 years old,201-500 Employees (India),
2828,Murugappa Group,4.1,(6.2k Reviews),Private,"Chennai,Tamil Nadu + 51 more",122 years old,50k-1 Lakh Employees (India)
2829,Thales,4.1,(265 Reviews),Private,"Paris,√éle-de-France + 13 more",22 years old,1k-5k Employees (India)
2830,NGA HR,3.9,(183 Reviews),Private,"Hemel Hempstead,Hertfordshire + 13 more",53 years old,1k-5k Employees (India)
2831,Arabian Construc...,4.1,(183 Reviews),Private,Beirut + 21 more,55 years old,10k-50k Employees (India)
2832,Munjal Kiriu Ind...,4.0,(183 Reviews),Private,"Gurgaon/Gurugram,Haryana + 4 more",66 years old,201-500 Employees (India)
2833,Responsive Indus...,4.8,(183 Reviews),Public,"Thane,Maharashtra + 8 more",30 years old,501-1k Employees (India)
2834,Elico Healthcare...,3.2,(183 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 2 more",23 years old,501-1k Employees (India)
2835,Jockey,4.1,(183 Reviews),Private,Kenosha + 62 more,146 years old,10k-50k Employees (India)
2836,Central Institut...,3.7,(183 Reviews),Public,"Chennai,Tamil Nadu + 33 more",54 years old,51-200 Employees (India)
2837,Banco Products,3.7,(183 Reviews),Public,"Vadodara/Baroda,Gujrat + 12 more",61 years old,501-1k Employees (India)
2838,K L University,3.8,(183 Reviews),Private,Vijayawada + 9 more,42 years old,201-500 Employees (India)
2839,Refinitiv,4.2,(183 Reviews),Private,"Mumbai,Maharashtra + 1 more",4 years old,51-200 Employees (India)
2840,Meghmani Organic...,4.1,(280 Reviews),Public,"Ahmedabad,Gujarat + 11 more",36 years old,501-1k Employees (India)
2841,Treebo Hotels,3.7,(185 Reviews),Private,"Bangalore,Karnataka + 23 more",7 years old,51-200 Employees (India)
2842,Box8,3.4,(182 Reviews),Private,"Mumbai,Maharashtra + 11 more",11 years old,1k-5k Employees (India)
2843,EC-Council,4.6,(182 Reviews),Private,Petaling Jaya + 7 more,17 years old,501-1k Employees (India)
2844,Cochin Shipyard,4.2,(182 Reviews),Private,"Ernakulam,Kerala + 6 more",50 years old,1k-5k Employees (India)
2845,Suburban Diagnos...,4.0,(182 Reviews),Private,"Mumbai,Maharashtra + 10 more",28 years old,201-500 Employees (India)
2846,Fosroc Chemicals...,4.4,(182 Reviews),Private,Dubai + 28 more,50 years old,201-500 Employees (India)
2847,POSCO MAHARASHTR...,4.2,(182 Reviews),Private,Pohang-si + 8 more,10 years old,1k-5k Employees (India)
2848,THE KCP,4.3,(182 Reviews),Public,"Chennai,Tamil Nadu + 16 more",81 years old,1k-5k Employees (India)
2849,Box8,3.4,(182 Reviews),Private,"Mumbai,Maharashtra + 11 more",11 years old,1k-5k Employees (India)
2850,Suburban Diagnos...,4.0,(182 Reviews),Private,"Mumbai,Maharashtra + 10 more",28 years old,201-500 Employees (India)
2851,T&M Services con...,3.8,(182 Reviews),Private,"Mumbai,Maharashtra + 39 more",26 years old,501-1k Employees (India)
2852,Modi Mundi Pharm...,3.8,(182 Reviews),Private,"Delhi/NCR,Delhi + 32 more",32 years old,201-500 Employees (India)
2853,Sears Holdings,3.5,(188 Reviews),Private,"Hoffman Estates,Illinois + 4 more",13 years old,501-1k Employees (India)
2854,Rashmi Group,3.6,(181 Reviews),Private,"Kolkata,West Bengal + 12 more",56 years old,10k-50k Employees (India)
2855,Shah Technical C...,3.8,(181 Reviews),Private,"Mumbai,Maharashtra + 37 more",13 years old,51-200 Employees (India)
2856,MBD GROUP,4.0,(181 Reviews),Private,New Delhi + 29 more,66 years old,501-1k Employees (India)
2857,Zamil Air Condit...,4.2,(181 Reviews),Private,Dammam + 18 more,48 years old,201-500 Employees (India)
2858,Autometers Allia...,4.2,(181 Reviews),Private,"Noida,Uttar Pradesh + 9 more",63 years old,501-1k Employees (India)
2859,SKH Y-TEC,3.9,(181 Reviews),Private,Becharaji + 11 more,9 years old,1k-5k Employees (India)
2860,Aachi Foods,4.1,(181 Reviews),Private,"Chennai,Tamil Nadu + 21 more",27 years old,501-1k Employees (India)
2861,Bharat Instituti...,4.1,(181 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 4 more",21 years old,201-500 Employees (India)
2862,Sterling Hospita...,4.0,(181 Reviews),Public,"Ahmedabad,Gujarat + 11 more",21 years old,1k-5k Employees (India)
2863,Debtcare Enterpr...,4.5,(181 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 9 more",14 years old,201-500 Employees (India)
2864,Global Edge Soft...,3.5,(181 Reviews),Private,"Bangalore,Karnataka + 6 more",17 years old,201-500 Employees (India)
2865,Hinduja Tech,3.8,(181 Reviews),Chennai + 10 more,,,
2866,Technico Industr...,3.9,(181 Reviews),Private,"Gurgaon/Gurugram,Haryana + 11 more",52 years old,501-1k Employees (India)
2867,Columbia Petro C...,4.3,(181 Reviews),Private,"Mumbai,Maharashtra + 10 more",62 years old,51-200 Employees (India)
2868,Calsonic Kansei ...,4.2,(181 Reviews),Private,Noida + 6 more,47 years old,51-200 Employees (India)
2869,ANZ Operations &...,4.4,(181 Reviews),Melbourne + 2 more,33 years old,1k-5k Employees (India),
2870,Personiv,3.5,(181 Reviews),Private,"Austin,Texas + 3 more",37 years old,1k-5k Employees (India)
2871,Hindustan Syring...,4.2,(181 Reviews),Private,"Faridabad,Haryana + 10 more",65 years old,51-200 Employees (India)
2872,Infodrive,4.6,(181 Reviews),Private,"New Delhi,Delhi",26 years old,51-200 Employees (India)
2873,InfoStretch,3.7,(181 Reviews),Private,"Santa Clara,California + 4 more",18 years old,1k-5k Employees (India)
2874,Equiniti,3.5,(181 Reviews),Public,London + 1 more,17 years old,201-500 Employees (India)
2875,The Indian Hotel...,4.3,(1.8k Reviews),Private,"Mumbai,Maharashtra + 28 more",123 years old,1k-5k Employees (India)
2876,Bajaj Hindusthan,4.2,(180 Reviews),Public,"Mumbai,Maharashtra + 14 more",91 years old,1k-5k Employees (India)
2877,Bharat Rasayan,4.3,(180 Reviews),Public,"Delhi/NCR,New Delhi + 11 more",33 years old,501-1k Employees (India)
2878,Efftronics Syste...,3.4,(180 Reviews),Private,"Vijayawada,Andhra Pradesh + 17 more",37 years old,501-1k Employees (India)
2879,YKK,4.1,(180 Reviews),Private,"Gurgaon/Gurugram,Haryana + 13 more",27 years old,201-500 Employees (India)
2880,Berkadia,4.2,(180 Reviews),Private,"New York,New York + 1 more",13 years old,1k-5k Employees (India)
2881,Bombay Intellige...,3.9,(180 Reviews),Private,"Mumbai,Maharashtra + 39 more",46 years old,51-200 Employees (India)
2882,Hitachi Vantara,3.9,(180 Reviews),Private,Santa Clara + 8 more,4 years old,1k-5k Employees (India)
2883,INDIAN PUBLIC SC...,4.0,(180 Reviews),Private,"Salem,Tamil Nadu + 34 more",18 years old,1k-5k Employees (India)
2884,Anand Rathi Glob...,3.7,(180 Reviews),Private,Mumbai + 34 more,40 years old,51-200 Employees (India)
2885,Nalco water,4.3,(180 Reviews),Private,Naperville + 27 more,94 years old,1k-5k Employees (India)
2886,Mobileum,4.0,(180 Reviews),Private,"Cupertino,California + 3 more",22 years old,501-1k Employees (India)
2887,Kuwait Oil Compa...,4.6,(180 Reviews),Ahmadi + 11 more,88 years old,5k-10k Employees (Global),
2888,Sekisui Dljm Mol...,3.9,(180 Reviews),JV,"Gurgaon/Gurugram,Haryana + 11 more",11 years old,51-200 Employees (India)
2889,Hyundai Glovis,4.0,(180 Reviews),Public,"Gangnam-gu,Seoul + 8 more",21 years old,201-500 Employees (India)
2890,Sir Ganga Ram Ho...,4.4,(180 Reviews),Private,"Delhi/NCR,New Delhi + 12 more",68 years old,201-500 Employees (India)
2891,Ascent Business ...,3.7,(180 Reviews),Private,"Roseland,NJ + 7 more",21 years old,201-500 Employees (India)
2892,Delhi Duty Free ...,4.2,(180 Reviews),Partnership,"Delhi/NCR,New Delhi + 5 more",12 years old,501-1k Employees (India)
2893,Oberoi Realty,3.7,(180 Reviews),Public,"Mumbai,Maharashtra + 5 more",42 years old,501-1k Employees (India)
2894,Baroda Global Sh...,3.8,(180 Reviews),Public,Mumbai + 22 more,5 years old,201-500 Employees (India)
2895,Qatar Petroleum,4.2,(1.1k Reviews),Other,Doha + 10 more,48 years old,501-1k Employees (India)
2896,KRBL,3.9,(179 Reviews),Public,"Noida,Uttar Pradesh + 17 more",133 years old,501-1k Employees (India)
2897,Barista Coffee C...,4.3,(179 Reviews),Private,"Delhi/NCR,New Delhi + 23 more",23 years old,1k-5k Employees (India)
2898,Arabtec Construc...,4.6,(179 Reviews),Private,"Dubai,Dubai + 12 more",47 years old,201-500 Employees (India)
2899,Oriflame,3.8,(179 Reviews),Private,"Stockholm,Schaffhausen + 20 more",55 years old,1k-5k Employees (India)
2900,Apparel Group,3.4,(179 Reviews),Private,"Dubai,Dubai + 17 more",23 years old,201-500 Employees (India)
2901,HUDL,3.6,(179 Reviews),Private,"Lincoln,Nebraska + 8 more",16 years old,501-1k Employees (India)
2902,Keihin India Man...,4.2,(179 Reviews),Tokyo + 7 more,66 years old,51-200 Employees (India),
2903,Casagrand,4.1,(179 Reviews),Private,"Chennai,Tamil Nadu + 7 more",18 years old,501-1k Employees (India)
2904,BRLPS,4.2,(179 Reviews),Patna + 38 more,15 years old,1k-5k Employees (India),
2905,Vedant Fashions,3.5,(179 Reviews),Private,"Kolkata,West Bengal + 30 more",20 years old,1k-5k Employees (India)
2906,Cashify,4.0,(179 Reviews),Private,"Gurgaon,Haryana + 18 more",9 years old,501-1k Employees (India)
2907,Cargo Motors,3.9,(179 Reviews),Private,"Ahmedabad,Gujrat + 19 more",63 years old,1k-5k Employees (India)
2908,Mahendra NextWea...,3.8,(179 Reviews),Salem + 8 more,13 years old,1k-5k Employees (India),
2909,Taraashna Financ...,4.1,(179 Reviews),Private,Gurgaon + 45 more,10 years old,51-200 Employees (India)
2910,Jaypee Hospital,4.2,(179 Reviews),Private,Noida + 5 more,8 years old,501-1k Employees (India)
2911,Spectrum Talent ...,3.9,(179 Reviews),Private,"Noida,Uttar Pradesh + 33 more",14 years old,5k-10k Employees (Global)
2912,Navata Road Tran...,3.5,(179 Reviews),Partnership,"Vijayawada,Andhra Pradesh + 23 more",40 years old,1k-5k Employees (India)
2913,Tata Power Solar...,4.2,(179 Reviews),Public,"Mumbai,Maharashtra + 29 more",33 years old,1k-5k Employees (India)
2914,Accord Synergy,3.7,(179 Reviews),Public,"Vadodara/Baroda,Gujrat + 24 more",8 years old,51-200 Employees (India)
